wsi,msi,dataset,patch,level,x,y,size,tumor_ratio,blank_ratio,file
training_data_12,1,train,training_data_12_l2_16384_53248,2,16384,53248,256,0.751434326171875,0.0048828125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_16384_53248.tif
training_data_12,1,train,training_data_12_l2_16384_57344,2,16384,57344,256,0.8546142578125,0.0107421875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_16384_57344.tif
training_data_12,1,train,training_data_12_l2_16384_61440,2,16384,61440,256,1.0,0.1611328125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_16384_61440.tif
training_data_12,1,train,training_data_12_l2_16384_65536,2,16384,65536,256,1.0,0.2568359375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_16384_65536.tif
training_data_12,1,train,training_data_12_l2_16384_69632,2,16384,69632,256,1.0,0.1708984375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_16384_69632.tif
training_data_12,1,train,training_data_12_l2_16384_73728,2,16384,73728,256,1.0,0.111328125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_16384_73728.tif
training_data_12,1,train,training_data_12_l2_20480_45056,2,20480,45056,256,0.99853515625,0.2158203125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_20480_45056.tif
training_data_12,1,train,training_data_12_l2_20480_49152,2,20480,49152,256,1.0,0.3818359375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_20480_49152.tif
training_data_12,1,train,training_data_12_l2_20480_53248,2,20480,53248,256,1.0,0.3701171875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_20480_53248.tif
training_data_12,1,train,training_data_12_l2_20480_57344,2,20480,57344,256,1.0,0.17578125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_20480_57344.tif
training_data_12,1,train,training_data_12_l2_20480_61440,2,20480,61440,256,1.0,0.1689453125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_20480_61440.tif
training_data_12,1,train,training_data_12_l2_20480_65536,2,20480,65536,256,1.0,0.0859375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_20480_65536.tif
training_data_12,1,train,training_data_12_l2_20480_69632,2,20480,69632,256,1.0,0.1748046875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_20480_69632.tif
training_data_12,1,train,training_data_12_l2_24576_40960,2,24576,40960,256,1.0,0.3583984375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_24576_40960.tif
training_data_12,1,train,training_data_12_l2_24576_61440,2,24576,61440,256,1.0,0.1640625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_24576_61440.tif
training_data_12,1,train,training_data_12_l2_24576_65536,2,24576,65536,256,1.0,0.123046875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_24576_65536.tif
training_data_12,1,train,training_data_12_l2_24576_69632,2,24576,69632,256,1.0,0.1240234375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_24576_69632.tif
training_data_12,1,train,training_data_12_l2_28672_36864,2,28672,36864,256,0.725982666015625,0.041015625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_28672_36864.tif
training_data_12,1,train,training_data_12_l2_28672_40960,2,28672,40960,256,1.0,0.2919921875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_28672_40960.tif
training_data_12,1,train,training_data_12_l2_28672_45056,2,28672,45056,256,1.0,0.4921875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_28672_45056.tif
training_data_12,1,train,training_data_12_l2_32768_53248,2,32768,53248,256,1.0,0.4541015625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_32768_53248.tif
training_data_12,1,train,training_data_12_l2_32768_57344,2,32768,57344,256,1.0,0.02734375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_32768_57344.tif
training_data_12,1,train,training_data_12_l2_32768_61440,2,32768,61440,256,0.9786834716796876,0.091796875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_32768_61440.tif
training_data_12,1,train,training_data_12_l2_32768_65536,2,32768,65536,256,0.9181976318359376,0.078125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_32768_65536.tif
training_data_12,1,train,training_data_12_l2_32768_69632,2,32768,69632,256,0.9641876220703124,0.1123046875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_32768_69632.tif
training_data_12,1,train,training_data_12_l2_32768_73728,2,32768,73728,256,0.8110198974609375,0.322265625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_32768_73728.tif
training_data_12,1,train,training_data_12_l2_36864_40960,2,36864,40960,256,1.0,0.0927734375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_36864_40960.tif
training_data_12,1,train,training_data_12_l2_36864_45056,2,36864,45056,256,1.0,0.2001953125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_36864_45056.tif
training_data_12,1,train,training_data_12_l2_36864_49152,2,36864,49152,256,1.0,0.390625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_36864_49152.tif
training_data_12,1,train,training_data_12_l2_36864_53248,2,36864,53248,256,1.0,0.220703125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_36864_53248.tif
training_data_12,1,train,training_data_12_l2_36864_57344,2,36864,57344,256,1.0,0.0205078125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_36864_57344.tif
training_data_12,1,train,training_data_12_l2_36864_61440,2,36864,61440,256,1.0,0.1865234375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_36864_61440.tif
training_data_12,1,train,training_data_12_l2_36864_65536,2,36864,65536,256,1.0,0.0732421875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_36864_65536.tif
training_data_12,1,train,training_data_12_l2_36864_69632,2,36864,69632,256,1.0,0.0712890625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_36864_69632.tif
training_data_12,1,train,training_data_12_l2_36864_73728,2,36864,73728,256,1.0,0.017578125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_36864_73728.tif
training_data_12,1,train,training_data_12_l2_36864_77824,2,36864,77824,256,0.7208709716796875,0.388671875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_36864_77824.tif
training_data_12,1,train,training_data_12_l2_40960_36864,2,40960,36864,256,0.8997039794921875,0.0830078125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_40960_36864.tif
training_data_12,1,train,training_data_12_l2_40960_53248,2,40960,53248,256,1.0,0.4296875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_40960_53248.tif
training_data_12,1,train,training_data_12_l2_40960_57344,2,40960,57344,256,1.0,0.3564453125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_40960_57344.tif
training_data_12,1,train,training_data_12_l2_40960_65536,2,40960,65536,256,1.0,0.1806640625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_40960_65536.tif
training_data_12,1,train,training_data_12_l2_40960_69632,2,40960,69632,256,1.0,0.0341796875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_40960_69632.tif
training_data_12,1,train,training_data_12_l2_40960_73728,2,40960,73728,256,1.0,0.15625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_40960_73728.tif
training_data_12,1,train,training_data_12_l2_40960_77824,2,40960,77824,256,0.7720947265625,0.3740234375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_40960_77824.tif
training_data_12,1,train,training_data_12_l2_45056_36864,2,45056,36864,256,0.8391876220703125,0.1064453125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_45056_36864.tif
training_data_12,1,train,training_data_12_l2_45056_49152,2,45056,49152,256,1.0,0.4716796875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_45056_49152.tif
training_data_12,1,train,training_data_12_l2_45056_53248,2,45056,53248,256,1.0,0.4384765625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_45056_53248.tif
training_data_12,1,train,training_data_12_l2_45056_57344,2,45056,57344,256,1.0,0.3740234375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_45056_57344.tif
training_data_12,1,train,training_data_12_l2_45056_61440,2,45056,61440,256,1.0,0.3154296875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_45056_61440.tif
training_data_12,1,train,training_data_12_l2_45056_65536,2,45056,65536,256,1.0,0.1787109375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_45056_65536.tif
training_data_12,1,train,training_data_12_l2_45056_69632,2,45056,69632,256,1.0,0.361328125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_45056_69632.tif
training_data_12,1,train,training_data_12_l2_45056_73728,2,45056,73728,256,1.0,0.4599609375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_45056_73728.tif
training_data_12,1,train,training_data_12_l2_49152_40960,2,49152,40960,256,0.991485595703125,0.2177734375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_49152_40960.tif
training_data_12,1,train,training_data_12_l2_49152_45056,2,49152,45056,256,1.0,0.494140625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_49152_45056.tif
training_data_12,1,train,training_data_12_l2_49152_49152,2,49152,49152,256,1.0,0.275390625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_49152_49152.tif
training_data_12,1,train,training_data_12_l2_49152_53248,2,49152,53248,256,1.0,0.1865234375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_49152_53248.tif
training_data_12,1,train,training_data_12_l2_49152_57344,2,49152,57344,256,1.0,0.2451171875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_49152_57344.tif
training_data_12,1,train,training_data_12_l2_49152_61440,2,49152,61440,256,1.0,0.1943359375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_49152_61440.tif
training_data_12,1,train,training_data_12_l2_49152_65536,2,49152,65536,256,1.0,0.08203125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_49152_65536.tif
training_data_12,1,train,training_data_12_l2_49152_69632,2,49152,69632,256,1.0,0.30078125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_49152_69632.tif
training_data_12,1,train,training_data_12_l2_49152_73728,2,49152,73728,256,1.0,0.193359375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_49152_73728.tif
training_data_12,1,train,training_data_12_l2_49152_77824,2,49152,77824,256,0.7590179443359375,0.2919921875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_49152_77824.tif
training_data_12,1,train,training_data_12_l2_53248_45056,2,53248,45056,256,0.7220916748046875,0.044921875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_53248_45056.tif
training_data_12,1,train,training_data_12_l2_53248_49152,2,53248,49152,256,0.936767578125,0.037109375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_53248_49152.tif
training_data_12,1,train,training_data_12_l2_53248_53248,2,53248,53248,256,1.0,0.0341796875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_53248_53248.tif
training_data_12,1,train,training_data_12_l2_53248_57344,2,53248,57344,256,0.9810028076171876,0.1845703125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_53248_57344.tif
training_data_12,1,train,training_data_12_l2_53248_61440,2,53248,61440,256,0.7432708740234375,0.029296875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_53248_61440.tif
training_data_12,1,train,training_data_12_l2_53248_65536,2,53248,65536,256,1.0,0.162109375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_53248_65536.tif
training_data_12,1,train,training_data_12_l2_53248_69632,2,53248,69632,256,1.0,0.15234375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_53248_69632.tif
training_data_12,1,train,training_data_12_l2_53248_73728,2,53248,73728,256,1.0,0.3046875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_53248_73728.tif
training_data_12,1,train,training_data_12_l2_53248_77824,2,53248,77824,256,0.9802398681640624,0.4208984375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_53248_77824.tif
training_data_12,1,train,training_data_12_l2_57344_65536,2,57344,65536,256,0.9285125732421876,0.009765625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_57344_65536.tif
training_data_12,1,train,training_data_12_l2_57344_69632,2,57344,69632,256,1.0,0.1455078125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_57344_69632.tif
training_data_12,1,train,training_data_12_l2_57344_73728,2,57344,73728,256,1.0,0.1123046875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_57344_73728.tif
training_data_12,1,train,training_data_12_l2_57344_77824,2,57344,77824,256,1.0,0.0908203125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_57344_77824.tif
training_data_12,1,train,training_data_12_l2_61440_65536,2,61440,65536,256,1.0,0.2216796875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_61440_65536.tif
training_data_12,1,train,training_data_12_l2_61440_69632,2,61440,69632,256,1.0,0.2470703125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_61440_69632.tif
training_data_12,1,train,training_data_12_l2_61440_73728,2,61440,73728,256,1.0,0.197265625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_61440_73728.tif
training_data_12,1,train,training_data_12_l2_61440_77824,2,61440,77824,256,0.9723358154296876,0.11328125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_61440_77824.tif
training_data_12,1,train,training_data_12_l2_65536_61440,2,65536,61440,256,0.8725738525390625,0.28125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_65536_61440.tif
training_data_12,1,train,training_data_12_l2_65536_65536,2,65536,65536,256,1.0,0.2958984375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_65536_65536.tif
training_data_12,1,train,training_data_12_l2_65536_69632,2,65536,69632,256,1.0,0.1943359375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_65536_69632.tif
training_data_12,1,train,training_data_12_l2_65536_73728,2,65536,73728,256,1.0,0.224609375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_65536_73728.tif
training_data_12,1,train,training_data_12_l2_69632_61440,2,69632,61440,256,0.7758331298828125,0.15625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_69632_61440.tif
training_data_12,1,train,training_data_12_l2_69632_65536,2,69632,65536,256,1.0,0.1240234375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_69632_65536.tif
training_data_12,1,train,training_data_12_l2_69632_69632,2,69632,69632,256,1.0,0.0947265625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_69632_69632.tif
training_data_12,1,train,training_data_12_l2_69632_73728,2,69632,73728,256,1.0,0.171875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_69632_73728.tif
training_data_12,1,train,training_data_12_l2_73728_65536,2,73728,65536,256,1.0,0.1494140625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_73728_65536.tif
training_data_12,1,train,training_data_12_l2_73728_69632,2,73728,69632,256,1.0,0.048828125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_73728_69632.tif
training_data_12,1,train,training_data_12_l2_73728_73728,2,73728,73728,256,1.0,0.171875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_73728_73728.tif
training_data_12,1,train,training_data_12_l2_77824_65536,2,77824,65536,256,0.9350433349609376,0.0234375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_77824_65536.tif
training_data_12,1,train,training_data_12_l2_77824_69632,2,77824,69632,256,1.0,0.072265625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_77824_69632.tif
training_data_12,1,train,training_data_12_l2_77824_73728,2,77824,73728,256,1.0,0.16796875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_77824_73728.tif
training_data_12,1,train,training_data_12_l2_81920_65536,2,81920,65536,256,0.9872894287109376,0.0107421875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_81920_65536.tif
training_data_12,1,train,training_data_12_l2_81920_69632,2,81920,69632,256,1.0,0.078125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_81920_69632.tif
training_data_12,1,train,training_data_12_l2_81920_73728,2,81920,73728,256,0.8783111572265625,0.2763671875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_81920_73728.tif
training_data_12,1,train,training_data_12_l2_86016_61440,2,86016,61440,256,0.821990966796875,0.005859375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_86016_61440.tif
training_data_12,1,train,training_data_12_l2_86016_65536,2,86016,65536,256,1.0,0.025390625,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_86016_65536.tif
training_data_12,1,train,training_data_12_l2_86016_69632,2,86016,69632,256,0.8170318603515625,0.3779296875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_86016_69632.tif
training_data_12,1,train,training_data_12_l2_90112_61440,2,90112,61440,256,1.0,0.013671875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_90112_61440.tif
training_data_12,1,train,training_data_12_l2_90112_65536,2,90112,65536,256,0.839508056640625,0.1484375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_90112_65536.tif
training_data_12,1,train,training_data_12_l2_94208_57344,2,94208,57344,256,0.97442626953125,0.0419921875,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_94208_57344.tif
training_data_12,1,train,training_data_12_l2_94208_61440,2,94208,61440,256,0.992034912109375,0.02734375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_94208_61440.tif
training_data_12,1,train,training_data_12_l2_98304_53248,2,98304,53248,256,0.9269256591796876,0.1240234375,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_98304_53248.tif
training_data_12,1,train,training_data_12_l2_98304_57344,2,98304,57344,256,1.0,0.2080078125,PAIP2020/training/patch_level2_256_macenko/training_data_12/training_data_12_l2_98304_57344.tif
training_data_13,0,train,training_data_13_l2_4096_86016,2,4096,86016,256,0.7585296630859375,0.431640625,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_4096_86016.tif
training_data_13,0,train,training_data_13_l2_8192_40960,2,8192,40960,256,0.9547576904296876,0.1875,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_8192_40960.tif
training_data_13,0,train,training_data_13_l2_8192_45056,2,8192,45056,256,1.0,0.0244140625,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_8192_45056.tif
training_data_13,0,train,training_data_13_l2_8192_49152,2,8192,49152,256,1.0,0.0263671875,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_8192_49152.tif
training_data_13,0,train,training_data_13_l2_8192_61440,2,8192,61440,256,0.840240478515625,0.185546875,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_8192_61440.tif
training_data_13,0,train,training_data_13_l2_8192_65536,2,8192,65536,256,0.996429443359375,0.05078125,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_8192_65536.tif
training_data_13,0,train,training_data_13_l2_8192_69632,2,8192,69632,256,1.0,0.2021484375,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_8192_69632.tif
training_data_13,0,train,training_data_13_l2_8192_73728,2,8192,73728,256,1.0,0.171875,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_8192_73728.tif
training_data_13,0,train,training_data_13_l2_8192_77824,2,8192,77824,256,1.0,0.1474609375,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_8192_77824.tif
training_data_13,0,train,training_data_13_l2_8192_81920,2,8192,81920,256,1.0,0.0322265625,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_8192_81920.tif
training_data_13,0,train,training_data_13_l2_12288_45056,2,12288,45056,256,1.0,0.044921875,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_12288_45056.tif
training_data_13,0,train,training_data_13_l2_12288_49152,2,12288,49152,256,1.0,0.015625,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_12288_49152.tif
training_data_13,0,train,training_data_13_l2_12288_53248,2,12288,53248,256,0.9990386962890624,0.0419921875,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_12288_53248.tif
training_data_13,0,train,training_data_13_l2_12288_61440,2,12288,61440,256,0.95147705078125,0.05078125,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_12288_61440.tif
training_data_13,0,train,training_data_13_l2_12288_65536,2,12288,65536,256,1.0,0.0517578125,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_12288_65536.tif
training_data_13,0,train,training_data_13_l2_12288_69632,2,12288,69632,256,1.0,0.013671875,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_12288_69632.tif
training_data_13,0,train,training_data_13_l2_12288_73728,2,12288,73728,256,1.0,0.0009765625,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_12288_73728.tif
training_data_13,0,train,training_data_13_l2_12288_77824,2,12288,77824,256,1.0,0.0283203125,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_12288_77824.tif
training_data_13,0,train,training_data_13_l2_12288_81920,2,12288,81920,256,0.8735809326171875,0.248046875,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_12288_81920.tif
training_data_13,0,train,training_data_13_l2_16384_49152,2,16384,49152,256,1.0,0.0224609375,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_16384_49152.tif
training_data_13,0,train,training_data_13_l2_16384_65536,2,16384,65536,256,0.9096527099609376,0.365234375,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_16384_65536.tif
training_data_13,0,train,training_data_13_l2_16384_69632,2,16384,69632,256,1.0,0.00390625,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_16384_69632.tif
training_data_13,0,train,training_data_13_l2_16384_73728,2,16384,73728,256,0.9558258056640624,0.220703125,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_16384_73728.tif
training_data_13,0,train,training_data_13_l2_20480_40960,2,20480,40960,256,1.0,0.068359375,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_20480_40960.tif
training_data_13,0,train,training_data_13_l2_20480_45056,2,20480,45056,256,0.923980712890625,0.0302734375,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_20480_45056.tif
training_data_13,0,train,training_data_13_l2_20480_61440,2,20480,61440,256,0.955596923828125,0.064453125,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_20480_61440.tif
training_data_13,0,train,training_data_13_l2_24576_40960,2,24576,40960,256,0.999237060546875,0.03515625,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_24576_40960.tif
training_data_13,0,train,training_data_13_l2_24576_45056,2,24576,45056,256,1.0,0.0576171875,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_24576_45056.tif
training_data_13,0,train,training_data_13_l2_24576_49152,2,24576,49152,256,0.89190673828125,0.029296875,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_24576_49152.tif
training_data_13,0,train,training_data_13_l2_24576_61440,2,24576,61440,256,1.0,0.107421875,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_24576_61440.tif
training_data_13,0,train,training_data_13_l2_24576_65536,2,24576,65536,256,0.9678192138671876,0.140625,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_24576_65536.tif
training_data_13,0,train,training_data_13_l2_28672_49152,2,28672,49152,256,0.9322052001953124,0.0849609375,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_28672_49152.tif
training_data_13,0,train,training_data_13_l2_28672_61440,2,28672,61440,256,0.991241455078125,0.107421875,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_28672_61440.tif
training_data_13,0,train,training_data_13_l2_28672_65536,2,28672,65536,256,1.0,0.001953125,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_28672_65536.tif
training_data_13,0,train,training_data_13_l2_28672_69632,2,28672,69632,256,0.93902587890625,0.2939453125,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_28672_69632.tif
training_data_13,0,train,training_data_13_l2_32768_49152,2,32768,49152,256,0.7920074462890625,0.0126953125,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_32768_49152.tif
training_data_13,0,train,training_data_13_l2_32768_53248,2,32768,53248,256,1.0,0.0634765625,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_32768_53248.tif
training_data_13,0,train,training_data_13_l2_32768_57344,2,32768,57344,256,1.0,0.041015625,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_32768_57344.tif
training_data_13,0,train,training_data_13_l2_32768_61440,2,32768,61440,256,1.0,0.0498046875,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_32768_61440.tif
training_data_13,0,train,training_data_13_l2_32768_65536,2,32768,65536,256,1.0,0.056640625,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_32768_65536.tif
training_data_13,0,train,training_data_13_l2_32768_69632,2,32768,69632,256,1.0,0.0087890625,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_32768_69632.tif
training_data_13,0,train,training_data_13_l2_36864_57344,2,36864,57344,256,0.954925537109375,0.1484375,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_36864_57344.tif
training_data_13,0,train,training_data_13_l2_36864_61440,2,36864,61440,256,1.0,0.185546875,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_36864_61440.tif
training_data_13,0,train,training_data_13_l2_36864_69632,2,36864,69632,256,1.0,0.298828125,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_36864_69632.tif
training_data_13,0,train,training_data_13_l2_40960_65536,2,40960,65536,256,1.0,0.23828125,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_40960_65536.tif
training_data_13,0,train,training_data_13_l2_40960_69632,2,40960,69632,256,1.0,0.162109375,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_40960_69632.tif
training_data_13,0,train,training_data_13_l2_40960_73728,2,40960,73728,256,1.0,0.1005859375,PAIP2020/training/patch_level2_256_macenko/training_data_13/training_data_13_l2_40960_73728.tif
